Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
-0.3,-1.6,91,36,4,32.2,101.95,NA
-0.7,-2.5,88,34,5,32.2,101.95,Clear
-2.1,-4,87,8,6,32.2,102.01,NA
-1.5,-3.3,88,10,5,32.2,102.03,NA
-2.6,-3.8,92,10,8,32.2,102.04,Clear
-1.6,-3.3,88,9,8,32.2,102.03,NA
-3.4,-4.5,92,10,12,32.2,102.05,NA
-1.8,-2.9,92,1,7,32.2,102.07,Clear
-3,-4.2,91,36,2,32.2,102.06,NA
-4.5,-5.6,92,10,9,32.2,102.03,NA
-3.7,-5.2,89,10,9,32.2,102.04,Clear
-3.4,-4.5,92,9,7,32.2,102.08,NA
-1.7,-3.1,90,9,10,32.2,102.12,NA
0.7,-1.5,85,10,9,32.2,102.12,Clear
2.4,-2.6,70,10,8,32.2,102.12,NA
3.7,-2.8,63,14,5,32.2,102.05,NA
4.3,-1.7,65,18,5,32.2,102.01,Mainly Clear
3.9,-1.3,69,24,8,32.2,101.98,NA
3.5,-1.3,71,22,3,32.2,101.93,NA
2.9,-1.5,73,36,2,32.2,101.87,Mostly Cloudy
2,-1.8,76,36,1,32.2,101.85,NA
0.7,-2.4,80,36,2,32.2,101.82,NA
2.2,-2.2,73,8,10,24.1,101.75,Mostly Cloudy
2.6,-2,71,7,12,24.1,101.69,NA
3.1,-2.5,67,8,12,24.1,101.64,NA
2.7,-1.8,73,8,18,24.1,101.59,Cloudy
2.8,-0.2,81,6,13,24.1,101.53,NA
2.8,-1.3,74,6,14,24.1,101.46,NA
2.9,-1.1,75,6,13,24.1,101.37,Rain
2.8,-0.4,79,6,14,24.1,101.29,NA
2.5,0.3,86,6,14,24.1,101.19,Rain
2.3,0.5,88,7,12,16.1,101.1,Rain
2.2,0.7,90,7,17,19.3,101.01,Rain
2.1,0.8,91,8,16,16.1,100.94,Rain
2,0.9,92,6,13,17.7,100.87,Rain
1.8,0.8,93,7,15,12.9,100.8,NA
1.9,0.9,94,9,20,9.7,100.73,"Rain,Fog"
1.5,0.8,95,9,17,8.1,100.72,"Snow,Fog"
2.1,1.4,96,8,16,9.7,100.66,"Rain,Fog"
2.4,1.8,95,7,15,4.8,100.58,Rain
2.6,1.8,95,8,17,9.7,100.52,"Rain,Fog"
2.3,1.5,95,8,18,8.1,100.5,"Rain,Fog"
2.2,1.4,95,6,18,11.3,100.48,Rain
2.5,1.7,95,9,13,11.3,100.49,Rain
2.6,1.8,95,8,14,9.7,100.5,"Rain,Fog"
2.7,1.9,95,8,12,17.7,100.51,Rain
2.6,2,96,9,12,17.7,100.52,Rain
2.6,2,96,8,12,17.7,100.53,Rain
2.6,2,96,8,11,16.1,100.55,Rain
2.7,2.2,96,9,14,16.1,100.58,Rain
2.7,2.1,96,9,10,16.1,100.61,Rain
2.2,1.7,96,9,15,17.7,100.64,Rain
2,1.2,95,7,20,19.3,100.63,Rain
1.9,1.1,95,7,20,16.1,100.63,Rain
2,1.3,95,8,19,9.7,100.68,"Rain,Fog"
2.3,1.6,95,8,16,16.1,100.68,Cloudy
2.4,1.7,95,8,20,12.9,100.7,Rain
2.5,1.9,96,9,18,9.7,100.72,"Rain,Fog"
2.7,2.1,96,10,22,11.3,100.79,Cloudy
2.7,2,95,9,22,11.3,100.83,Rain
2.8,1.9,94,9,24,17.7,100.86,Rain
2.6,1.7,94,10,16,17.7,100.94,Moderate Rain Showers
3.6,2.7,93,10,17,24.1,100.98,NA
3.4,1.6,88,19,6,24.1,100.97,Rain
3.9,2.3,89,12,15,11.3,100.97,Moderate Rain
5,2.5,84,11,17,24.1,100.98,Rain Showers
4.2,2,86,21,5,24.1,101.01,NA
4,2.5,90,7,8,32.2,101.02,Mostly Cloudy
4.8,2.3,84,12,17,32.2,101.01,NA
3.6,2.4,92,6,7,24.1,101.03,NA
3.3,2,91,2,5,24.1,101.02,Mostly Cloudy
3.1,1.7,90,10,16,24.1,101.01,NA
2.3,1.2,92,10,18,24.1,101,NA
1.3,0.5,95,10,16,24.1,100.96,Mainly Clear
1.7,0.8,94,10,19,24.1,100.9,NA
2.4,1,91,8,18,24.1,100.86,NA
2.6,1.3,91,9,21,24.1,100.82,Mostly Cloudy
2.6,1.3,91,9,22,19.3,100.77,NA
2.7,1.2,89,9,18,24.1,100.72,NA
2.9,0.8,87,9,19,24.1,100.66,Mostly Cloudy
2.7,0.5,85,9,21,24.1,100.59,NA
2.4,-0.1,83,8,22,24.1,100.51,NA
2.6,0.5,86,9,20,24.1,100.48,Mostly Cloudy
2.2,0.6,89,10,20,32.2,100.43,NA
2.6,0.9,88,10,19,32.2,100.4,NA
3.5,1.1,85,9,19,32.2,100.35,Mostly Cloudy
4.3,1.5,82,10,21,32.2,100.3,NA
6.5,1.3,69,9,18,32.2,100.2,NA
7.1,-1.6,54,8,28,32.2,100.11,Mainly Clear
7,-2.4,51,8,24,32.2,100.01,NA
6.4,-3.5,49,8,28,24.1,99.97,NA
5.7,-2.8,55,9,25,32.2,99.91,Mostly Cloudy
4.7,-1.8,63,9,22,32.2,99.82,NA
4.6,-2.6,60,9,26,24.1,99.76,NA
4.4,-3.1,58,8,16,32.2,99.75,Cloudy
3.9,-3.1,60,9,18,32.2,99.77,NA
4.2,-3.7,57,13,17,32.2,99.81,NA
4.4,-4.1,54,9,20,32.2,99.86,Cloudy
3.4,-2.5,65,7,23,32.2,99.88,NA
2.3,-0.8,80,8,24,24.1,99.9,"Rain,Snow"
1.6,0,89,7,21,32.2,99.85,Cloudy
1.8,0,88,3,7,32.2,99.82,NA
1.5,0.3,92,36,3,32.2,99.87,NA
1.8,0.3,90,1,7,32.2,99.84,Cloudy
2.6,-0.1,83,17,4,32.2,99.88,NA
2.9,0.2,82,7,8,24.1,99.92,Rain
2.6,0.4,86,6,17,19.3,99.96,Rain
2.4,0.8,89,5,16,19.3,100.03,Rain
2.4,1.1,91,10,13,32.2,100.09,Rain
2.3,1.3,93,9,13,24.1,100.15,Rain
2.4,1.5,94,7,11,19.3,100.2,Rain
3.2,2.2,93,9,14,24.1,100.19,Rain
3.3,2.1,92,9,17,32.2,100.22,Cloudy
4,2.2,88,10,16,32.2,100.25,NA
4.5,1.8,83,7,13,32.2,100.27,Rain
4.8,1.8,81,6,13,32.2,100.26,Mostly Cloudy
4.6,1.8,82,5,9,32.2,100.29,NA
4.4,2,84,7,6,32.2,100.3,NA
4.4,1.7,82,5,7,32.2,100.31,Cloudy
3.8,1.6,86,36,2,32.2,100.31,NA
3.8,1.6,85,13,4,32.2,100.31,NA
3.6,2.1,90,15,17,32.2,100.37,Cloudy
3.6,1.4,86,5,9,32.2,100.38,NA
4.2,1.2,81,2,11,32.2,100.37,Rain
3.8,1.9,87,11,8,32.2,100.36,Cloudy
3.4,1.7,89,9,11,24.1,100.44,Rain
3.3,2.2,92,2,10,24.1,100.46,Rain
3,1.6,91,8,11,24.1,100.47,Rain
2.9,1.9,93,7,6,32.2,100.46,NA
3,2.2,95,32,5,32.2,100.52,Rain
3.3,2.5,95,1,3,32.2,100.56,Rain
3,1.6,91,34,7,32.2,100.59,NA
3.9,1.7,86,4,6,32.2,100.65,NA
4.8,1.9,82,26,4,32.2,100.7,Rain
5.1,1.6,78,36,1,32.2,100.75,NA
6.3,2.2,75,17,5,32.2,100.75,NA
6.5,3,78,36,3,32.2,100.75,Mostly Cloudy
6.3,2.8,78,30,12,32.2,100.75,NA
5.8,1,71,32,19,32.2,100.8,NA
5.2,2.6,83,30,17,32.2,100.83,Mostly Cloudy
4.8,2.3,84,30,14,32.2,100.87,NA
4.5,1.8,83,31,11,32.2,100.88,NA
5,2.8,86,31,12,32.2,100.9,Cloudy
4.4,1.6,82,31,6,32.2,100.92,NA
4.3,2.1,85,33,6,32.2,100.96,Rain
4.6,1.8,82,35,4,32.2,100.98,Cloudy
4.2,2,86,36,2,32.2,100.99,NA
4.2,2.5,89,9,4,32.2,101,NA
4,2.8,92,10,10,32.2,100.97,Cloudy
4,2.9,92,12,7,32.2,100.97,NA
3.8,2.6,92,10,7,32.2,100.98,NA
3.2,2.4,94,9,9,32.2,100.95,Cloudy
2.7,2,95,9,10,32.2,100.91,NA
2.8,2.3,96,9,6,32.2,100.92,NA
2.8,2.2,96,11,13,32.2,100.9,Mostly Cloudy
2.8,2.2,96,10,10,32.2,100.89,NA
3.6,3,96,10,8,32.2,100.91,NA
4.5,3.4,93,10,12,32.2,100.91,Mostly Cloudy
4.9,3.4,89,11,12,32.2,100.92,NA
5.9,2.8,80,5,17,32.2,100.87,NA
6.8,2.7,75,10,16,32.2,100.83,Mostly Cloudy
6.6,2,73,10,11,32.2,100.82,NA
6.8,1.4,68,11,19,32.2,100.81,NA
6.5,1.4,70,9,17,32.2,100.78,Mostly Cloudy
6.1,1.4,72,9,16,32.2,100.78,NA
5.6,1.8,76,9,16,32.2,100.79,Rain
5.6,2.3,79,9,15,32.2,100.79,Cloudy
6.1,1.2,71,8,17,32.2,100.8,NA
5.1,1.5,78,10,18,32.2,100.83,NA
5.5,1.3,74,9,20,32.2,100.85,Cloudy
5.4,1.6,76,8,25,32.2,100.9,NA
5.5,1.6,76,8,25,32.2,100.92,NA
5.4,1.8,77,8,27,32.2,100.94,Cloudy
5.1,2.2,82,9,26,32.2,100.95,NA
4.9,2.7,86,9,26,32.2,100.95,Rain
4.7,2.7,87,10,19,24.1,100.98,Rain
5,2.5,84,8,27,24.1,100.95,Rain
5.1,2.4,82,9,27,32.2,100.99,NA
5,2.5,84,8,20,32.2,100.99,Cloudy
4.6,2.9,89,9,21,32.2,101.03,NA
4.8,3.2,90,8,17,24.1,101.07,Rain
5,3.5,89,6,13,24.1,101.13,Rain
5.2,4.2,94,7,19,16.1,101.15,Rain
5.1,4.2,94,10,19,16.1,101.17,Rain
5.5,4.3,92,10,17,32.2,101.14,Cloudy
5.7,4.3,90,9,23,32.2,101.13,NA
6,4.3,89,9,22,32.2,101.11,NA
6.3,4.3,87,9,22,32.2,101.09,Cloudy
6.6,4.3,85,9,21,32.2,101.1,Rain
6.4,4.3,86,9,18,32.2,101.08,Rain
6.1,4.2,88,9,15,32.2,101.06,Cloudy
6.4,4,84,8,18,32.2,101.07,NA
6.9,3.8,81,8,25,32.2,101.07,NA
6.5,3.8,83,9,23,32.2,101.05,Cloudy
6.8,3.9,82,9,28,32.2,101.04,NA
6.9,4,82,9,25,32.2,101.04,NA
7.2,3.9,80,9,23,32.2,101,Cloudy
6.4,4.1,85,10,21,32.2,101.01,NA
6.8,4.2,83,9,17,32.2,101,NA
7.4,3.8,78,9,19,32.2,100.94,Cloudy
6.9,4.1,82,9,21,32.2,100.94,NA
6.6,4.9,89,9,16,24.1,100.94,Rain
6.6,5.5,93,11,7,24.1,100.94,Cloudy
6.5,5.8,95,10,6,19.3,101.02,Rain
6.7,6,95,7,7,16.1,101.05,Rain
6.8,6.3,96,10,10,11.3,101.12,Rain
6.9,6.3,96,9,17,11.3,101.15,Rain
6.8,6.1,95,9,15,17.7,101.15,Rain
6.7,5.7,93,9,17,24.1,101.19,Rain
6.5,5.3,93,9,21,24.1,101.17,Rain
6.3,5.1,92,9,16,24.1,101.2,Rain
6.4,5.2,92,11,9,24.1,101.18,Cloudy
6,5.1,94,9,9,19.3,101.2,Rain
5.9,5.2,95,10,8,19.3,101.23,Rain
6.1,5.5,96,5,10,11.3,101.22,Rain
5.9,5.2,95,8,18,3.6,101.22,"Rain,Drizzle,Fog"
5.5,4.8,95,8,19,11.3,101.23,"Rain,Drizzle,Fog"
5.7,4.5,92,10,14,24.1,101.24,Drizzle
5.5,4.5,93,9,18,24.1,101.19,NA
5.4,4.3,93,10,17,24.1,101.18,NA
5.4,4.3,93,10,16,24.1,101.16,Cloudy
5.2,4,92,9,11,24.1,101.12,Rain
5,4.2,94,12,7,24.1,101.1,Rain
4.9,4.2,95,8,12,24.1,100.97,Rain
4.8,4.2,96,10,9,24.1,100.9,Rain
4.8,4.3,96,10,9,24.1,100.86,Rain
5.3,4.8,97,6,10,24.1,100.76,Rain
5.4,4.9,97,11,18,4,100.71,"Rain,Fog"
5.6,5.1,97,8,9,2,100.65,"Rain,Fog"
5.9,5.5,97,8,14,4.8,100.62,"Moderate Rain,Fog"
6.3,5.8,97,9,17,6.4,100.6,"Rain,Fog"
6.7,5.8,94,9,19,12.9,100.57,Rain
7.2,6.1,93,8,18,12.9,100.51,Rain
7.2,6.3,94,9,8,9.7,100.46,"Rain,Fog"
7.4,6.6,94,9,20,19.3,100.4,NA
7.5,6.5,93,10,17,19.3,100.48,Cloudy
7.3,6.4,94,9,10,16.1,100.42,Rain
7.3,6.5,95,8,22,16.1,100.32,NA
7.2,6.5,95,8,13,11.3,100.3,Rain
7,6.3,95,9,14,11.3,100.28,Moderate Rain
6.6,6,96,10,12,8.1,100.27,"Moderate Rain,Fog"
6.5,5.9,96,9,11,11.3,100.25,Moderate Rain
6.2,5.7,96,27,15,9.7,100.33,"Moderate Rain,Fog"
5.9,5.5,97,36,5,11.3,100.38,NA
6.2,4.7,90,19,13,24.1,100.49,Rain
5.9,4.9,93,13,10,24.1,100.62,NA
5.3,4.7,95,8,11,24.1,100.73,NA
5.5,4.6,94,6,13,24.1,100.76,Cloudy
5.3,4.4,94,9,17,24.1,100.8,NA
4.9,4,94,8,15,24.1,100.83,NA
4.3,3.6,96,10,13,24.1,100.84,Cloudy
4.9,4.1,95,10,11,24.1,100.88,NA
5.9,4.9,93,14,15,19.3,100.88,NA
6.2,5.1,93,14,11,24.1,100.86,Cloudy
6.2,5.2,94,18,8,9.7,100.86,"Moderate Rain,Fog"
5,3.2,89,16,18,9.7,100.85,"Rain,Fog"
5.4,3.8,89,12,17,24.1,100.82,Mostly Cloudy
5.9,4.3,90,9,21,24.1,100.79,NA
5.4,4.1,92,10,23,24.1,100.82,NA
5.4,4.2,92,8,21,19.3,100.79,Rain
4.8,3.6,92,8,16,19.3,100.81,NA
4.4,3,91,7,26,24.1,100.81,NA
4.3,3,91,8,21,24.1,100.84,Cloudy
4.7,3.2,90,8,23,24.1,100.86,NA
5,3,87,7,18,24.1,100.88,NA
5.2,2.8,84,6,16,24.1,100.9,Cloudy
5.2,2.7,84,10,13,24.1,100.94,Rain
4.9,2.8,86,3,9,24.1,101,Rain
3.4,2.4,93,10,14,24.1,101.05,Cloudy
3,2.2,94,11,10,24.1,101.12,NA
3.2,2.2,94,36,3,24.1,101.21,NA
3.8,2.6,92,24,12,24.1,101.27,Cloudy
3.8,1,82,35,14,24.1,101.37,NA
2.4,0.3,86,34,9,24.1,101.53,NA
4.1,0.6,78,1,7,32.2,101.6,Clear
3.2,0.8,84,12,3,32.2,101.73,NA
3.7,0.9,82,10,7,32.2,101.85,NA
5.2,2.1,81,9,9,32.2,101.96,Mainly Clear
6.7,2.5,75,31,8,32.2,102.08,NA
7,1.5,68,28,14,32.2,102.15,NA
6.8,3.7,81,27,15,32.2,102.18,Mainly Clear
6.9,3.4,78,29,16,32.2,102.23,NA
6.9,4.1,82,28,12,32.2,102.29,NA
6.1,3.9,85,23,8,32.2,102.38,Mainly Clear
5,3.7,91,34,4,32.2,102.4,NA
4.5,3.5,93,19,4,32.2,102.47,NA
5,3.6,91,7,5,32.2,102.5,Mostly Cloudy
4.9,3.8,92,3,5,32.2,102.54,NA
5.4,3.1,85,7,8,32.2,102.6,NA
4.9,2.8,86,6,7,32.2,102.62,Mostly Cloudy
5.4,2.9,84,6,10,32.2,102.66,NA
5.1,2.8,85,7,3,32.2,102.68,NA
3.8,2.8,93,35,5,32.2,102.71,Cloudy
4.1,2.6,90,34,3,32.2,102.71,NA
3.4,2.2,92,0,1,32.2,102.72,NA
3.7,2.7,93,3,5,32.2,102.69,Cloudy
4,3,93,16,4,32.2,102.69,NA
3.7,3,95,2,5,32.2,102.71,Rain
4.3,3.6,95,36,1,32.2,102.69,Rain
3.8,3.3,97,36,1,32.2,102.71,NA
4.5,4.1,97,36,1,32.2,102.74,NA
5.7,4.6,93,9,7,32.2,102.78,Clear
6.2,5,92,11,9,19.3,102.77,NA
6.1,4.9,92,10,11,19.3,102.71,Rain
6.2,5,92,8,9,19.3,102.64,Rain
6.5,5.5,93,11,12,19.3,102.56,Rain
5.9,5.3,96,15,21,16.1,102.45,Rain
5.9,5.3,96,11,14,19.3,102.4,Moderate Rain
5.7,5.2,97,8,17,19.3,102.31,Rain
5.8,5.1,95,6,16,19.3,102.17,Rain
5.4,4.8,95,5,16,16.1,102.09,Rain
5.2,4.4,94,6,18,19.3,101.98,Rain
5.1,4.4,95,6,13,16.1,101.86,Rain
5.1,4.4,95,3,14,19.3,101.78,Rain
5.1,4.5,96,9,12,24.1,101.7,Rain
5.2,4.7,97,9,10,24.1,101.64,Rain
5.3,4.9,97,3,13,24.1,101.53,Rain
5.5,5,96,5,8,24.1,101.53,Rain
5,4.6,97,34,10,24.1,101.58,Rain
5.8,5.4,98,28,38,32.2,101.63,Cloudy
5.9,5.4,96,27,48,32.2,101.63,NA
5.8,5.1,95,29,39,24.1,101.73,NA
5.5,4.6,94,31,17,32.2,101.86,Mostly Cloudy
5.5,4.2,91,30,26,32.2,102.01,NA
6.4,4.9,90,29,20,32.2,102.12,NA
7.3,4.9,85,30,12,32.2,102.21,Mostly Cloudy
7.1,5.4,88,30,20,32.2,102.33,NA
7.1,4.9,86,29,20,32.2,102.37,NA
8,5.2,83,27,14,32.2,102.36,Mainly Clear
8.2,5.4,83,26,16,32.2,102.35,NA
7.4,5.2,86,26,16,32.2,102.32,NA
6.9,5.1,88,17,11,32.2,102.35,Mostly Cloudy
6.5,5.2,91,20,13,32.2,102.34,NA
5.6,3.6,87,36,1,32.2,102.36,NA
4.8,3.7,93,1,3,32.2,102.36,Mostly Cloudy
4.9,3.8,93,7,7,32.2,102.32,NA
5.5,3.9,89,3,7,32.2,102.28,NA
5.3,4.6,95,3,8,32.2,102.24,Cloudy
5.8,4.3,90,6,4,32.2,102.18,NA
5.9,4.7,92,7,4,32.2,102.1,NA
5.7,4.6,92,11,3,32.2,102.01,Cloudy
5.9,4.8,93,9,8,32.2,101.9,NA
5.7,5.2,97,10,9,24.1,101.78,NA
5.6,5,96,11,13,24.1,101.66,Cloudy
5.7,5.1,96,8,13,19.3,101.58,Rain
5.8,4.5,92,7,15,24.1,101.45,Rain
5.6,4.6,93,6,17,11.3,101.39,Rain
5.3,4.7,96,7,14,11.3,101.25,Rain
5.8,5.1,95,5,14,32.2,101.17,NA
6.4,5.4,93,3,16,32.2,101.13,Rain
6.9,5.6,91,2,14,32.2,101.14,Rain
8.3,5.9,85,34,5,32.2,101.18,NA
7.3,6.1,92,28,31,32.2,101.13,Mainly Clear
7.2,5.5,89,27,41,32.2,101.15,NA
6.8,4.7,86,29,41,32.2,101.17,Rain Showers
6.8,4.7,86,28,39,32.2,101.2,Mainly Clear
6.1,4.2,88,28,45,32.2,101.24,NA
6.3,3.8,84,28,35,32.2,101.26,NA
6,3.4,84,27,31,24.1,101.27,Clear
5.9,2.5,79,28,37,24.1,101.29,NA
5.7,0.8,71,28,48,24.1,101.28,NA
5.5,0.3,69,28,50,24.1,101.31,Clear
5.3,0.7,72,29,50,24.1,101.29,NA
5.3,0.9,73,28,52,24.1,101.3,NA
5,1.3,77,29,47,24.1,101.33,Clear
4.9,1.5,78,29,40,24.1,101.38,NA
4.7,1.1,78,29,43,24.1,101.4,NA
4.7,0.7,75,28,49,24.1,101.38,Clear
4.5,0.5,75,30,33,24.1,101.41,NA
4.7,0.2,72,28,37,24.1,101.43,NA
4.4,0.4,75,30,32,32.2,101.43,Clear
3.7,0.3,78,35,18,32.2,101.47,NA
4,0.8,80,31,15,32.2,101.46,NA
5.9,1.7,74,28,34,32.2,101.47,Mainly Clear
6.4,1.6,71,28,37,32.2,101.48,NA
7.2,1.6,68,29,31,32.2,101.46,NA
7.5,1.8,67,29,31,32.2,101.4,Mainly Clear
6.7,0.9,67,28,27,32.2,101.35,NA
7,1.3,67,28,34,32.2,101.29,NA
6.2,1.1,69,29,29,32.2,101.3,Mainly Clear
5.4,-0.2,67,29,32,40.2,101.27,NA
5.2,1.7,78,26,29,32.2,101.3,NA
4.7,-0.6,68,29,31,24.1,101.32,Mainly Clear
4.2,-1.4,67,29,31,24.1,101.3,NA
4.2,-0.5,72,30,31,24.1,101.33,NA
3.6,-0.6,74,29,31,24.1,101.36,Clear
1.6,-0.9,84,34,12,24.1,101.38,NA
0.7,-1.3,86,35,7,24.1,101.45,NA
2.5,-0.8,79,36,3,24.1,101.49,Mainly Clear
2.6,-0.6,80,30,22,24.1,101.48,NA
-0.5,-2.7,85,2,10,24.1,101.51,NA
-0.5,-2.6,86,1,7,24.1,101.55,Mainly Clear
-0.6,-2.2,89,36,8,24.1,101.6,NA
-1.1,-2.2,92,14,5,24.1,101.62,NA
-1.6,-3,90,10,8,32.2,101.66,Mainly Clear
-1,-2.5,90,10,8,32.2,101.72,NA
0.6,-0.9,90,5,4,32.2,101.75,NA
2.4,0.3,86,10,7,32.2,101.81,Mostly Cloudy
3.2,-0.2,78,6,13,32.2,101.87,NA
4.3,0,74,9,10,32.2,101.88,NA
3.4,-1.1,72,11,7,32.2,101.87,Mostly Cloudy
3.7,-0.6,74,9,13,32.2,101.88,Rain Showers
2.4,-1,78,7,18,32.2,101.89,NA
2.9,-2.9,65,9,13,32.2,101.91,Mainly Clear
1.6,-5,62,10,19,32.2,101.9,NA
0.3,-5,68,11,14,32.2,101.93,NA
-1.1,-5.5,72,9,16,24.1,101.97,Mainly Clear
-1.2,-6,70,10,15,24.1,102.01,NA
-2.6,-6.3,76,9,11,24.1,102.04,NA
-2.5,-6.9,72,9,13,24.1,102.05,Clear
-2.8,-7,73,9,14,24.1,102.09,NA
-3.1,-7.4,72,9,12,24.1,102.11,NA
-2.6,-7.2,71,10,14,24.1,102.11,Mainly Clear
-3.4,-7.7,72,10,13,24.1,102.12,NA
-2.9,-7.5,71,10,12,24.1,102.14,NA
-2.8,-7.9,68,10,13,24.1,102.13,Mainly Clear
-3,-7.8,70,10,12,24.1,102.14,NA
-2.6,-8.4,64,12,10,24.1,102.13,NA
-2.6,-8.6,64,11,12,32.2,102.16,Mostly Cloudy
-2.5,-8.5,63,9,11,32.2,102.21,NA
-1.8,-8.7,59,10,14,32.2,102.24,NA
-0.9,-8.3,58,9,9,32.2,102.3,Mostly Cloudy
-0.2,-8,56,11,6,32.2,102.32,NA
0.5,-7.8,54,16,3,32.2,102.31,NA
1.4,-6.7,55,22,11,32.2,102.29,Mainly Clear
1.8,-5.4,59,22,10,32.2,102.25,NA
1.8,-5.2,60,22,6,32.2,102.24,NA
1.6,-4.8,63,21,7,32.2,102.21,Clear
0.9,-5.1,64,21,5,32.2,102.21,NA
0.1,-4.7,70,14,5,32.2,102.21,NA
-0.3,-4.9,71,13,5,24.1,102.23,Clear
-0.7,-6.1,67,14,8,24.1,102.23,NA
-2.7,-6.3,76,9,13,24.1,102.23,NA
-2.7,-6.6,74,8,9,24.1,102.23,Mainly Clear
-3.1,-7.7,71,10,15,24.1,102.22,NA
-2.1,-7.7,66,9,13,24.1,102.21,NA
-2.3,-6.8,71,10,13,24.1,102.18,Mostly Cloudy
-1.9,-6.1,73,11,13,24.1,102.15,NA
-1.7,-6.1,72,10,13,24.1,102.17,NA
-1.8,-5.7,75,10,14,24.1,102.18,Mostly Cloudy
-1.8,-5.3,77,10,13,24.1,102.18,NA
-1.3,-5.7,72,8,16,24.1,102.17,NA
-1.4,-6.1,71,9,16,32.2,102.21,Mostly Cloudy
-1.4,-6.8,67,9,21,32.2,102.27,NA
-1.2,-6.7,67,10,20,32.2,102.3,NA
-1.6,-6,72,9,24,32.2,102.33,Cloudy
-1.7,-5.9,73,10,22,32.2,102.37,Snow
-0.9,-7.7,60,8,18,32.2,102.4,Snow
-0.6,-8.5,55,12,12,32.2,102.42,Cloudy
-0.3,-9.8,49,10,17,32.2,102.4,NA
0,-10.3,46,9,18,32.2,102.38,NA
-0.1,-10.4,46,10,19,32.2,102.38,Cloudy
-0.5,-10.5,47,11,15,32.2,102.39,NA
-0.9,-11,47,10,21,32.2,102.39,NA
-1.2,-11.1,47,11,17,32.2,102.39,Cloudy
-1.8,-11.6,47,11,15,32.2,102.36,NA
-1.9,-11.5,48,11,12,32.2,102.36,NA
-1.8,-11.4,48,10,10,32.2,102.4,Cloudy
-1.8,-11.4,48,10,14,32.2,102.43,NA
-2.1,-10.9,51,14,10,32.2,102.43,NA
-2,-11.7,48,11,14,32.2,102.43,Cloudy
-2.6,-13.3,44,12,17,32.2,102.42,NA
-2.5,-13.2,44,11,12,32.2,102.43,NA
-3.1,-12.7,48,10,12,32.2,102.37,Mostly Cloudy
-2.5,-13.1,44,12,11,32.2,102.39,NA
-2.8,-13,46,13,15,32.2,102.37,NA
-2.6,-12.8,46,12,11,32.2,102.33,Mostly Cloudy
-1.8,-13.7,40,8,13,32.2,102.32,NA
-1.6,-13.6,40,8,21,32.2,102.34,NA
-1.1,-15.2,34,7,18,32.2,102.31,Mostly Cloudy
-0.4,-13.7,36,3,8,32.2,102.26,NA
-0.2,-14.2,34,21,5,32.2,102.25,NA
0,-12.6,38,24,13,32.2,102.18,Mostly Cloudy
0.1,-12,40,23,13,32.2,102.11,NA
-0.2,-11.7,42,25,11,32.2,102.04,NA
0,-10.8,44,27,9,32.2,102.01,Mostly Cloudy
0,-13,37,21,6,32.2,101.99,NA
-1,-15.5,33,8,13,32.2,101.98,NA
-1.8,-15.1,36,11,18,32.2,101.97,Mostly Cloudy
-2.9,-15.5,38,10,21,32.2,101.97,NA
-3.5,-15.8,38,10,20,32.2,102,NA
-4.4,-15.7,41,10,17,32.2,102,Clear
-5,-15.3,45,11,16,32.2,102.01,NA
-5,-15.3,45,10,17,32.2,101.96,NA
-5.5,-15.5,45,10,16,32.2,102.01,Clear
-6,-15,49,11,11,32.2,102.03,NA
-5.2,-15.6,44,11,8,32.2,102.08,NA
-4.9,-16.2,41,12,10,32.2,102.03,Mainly Clear
-5,-15.1,45,19,7,32.2,102.11,NA
-6.6,-15.2,51,13,9,32.2,102.13,NA
-6.3,-14.9,51,11,12,32.2,102.17,Mainly Clear
-5,-16.6,40,11,22,32.2,102.14,NA
-3.8,-16.5,37,10,18,32.2,102.17,NA
-3.8,-16.7,37,11,8,32.2,102.16,Mainly Clear
-3,-18.1,31,13,6,32.2,102.08,NA
-1.9,-16.6,32,28,7,32.2,102.1,NA
-1.4,-14.3,37,28,5,32.2,101.98,Cloudy
-1.1,-14.2,37,28,8,32.2,101.92,NA
-0.8,-12.3,42,27,9,32.2,101.83,NA
-0.6,-13,39,29,8,32.2,101.74,Cloudy
-0.7,-13.4,38,33,10,32.2,101.63,NA
-0.4,-14.6,34,6,9,32.2,101.51,NA
-0.3,-15.6,31,10,23,32.2,101.4,Cloudy
-0.3,-15.5,31,10,23,32.2,101.25,NA
-0.3,-15.2,32,10,17,32.2,101.16,NA
-0.4,-15.4,31,11,13,32.2,101.1,Cloudy
-1,-14.8,35,11,10,32.2,101.02,NA
-0.9,-14.1,36,11,18,32.2,100.96,NA
-0.6,-14.3,35,8,10,32.2,100.84,Cloudy
-0.2,-8.6,54,8,23,24.1,100.72,Snow
-0.8,-6.2,67,8,17,16.1,100.6,Snow
-2.1,-3.7,88,9,15,2.4,100.51,Snow
-2.1,-3,94,7,6,3.2,100.47,Snow
-2.1,-2.7,96,24,5,1.2,100.53,Snow
-2,-2.6,96,15,10,1.2,100.62,Snow
-2,-2.7,95,12,14,1,100.74,Snow
-1.9,-2.6,95,10,16,0.8,100.83,Moderate Snow
-1.7,-2.5,94,11,14,0.6,100.93,Moderate Snow
